participant.id_in_session,participant.code,participant.payoff,player.id_in_group,player.answer,player.reason,player.certainty,player.payoff,group.id_in_subsession,group.question_number,group.question_round,group.start_round_for_question,group.end_round_for_question,group.question_type,group.question_name,group.correct_answer,group.average,group.best_answer,subsession.round_number
13,7ddvv1y8,19,1,14,,,0,5,9,1,25,27,objective_subjective,Alcohol,,218.8,,25
14,c1m77a16,13.5,4,350,,,0,4,9,1,25,27,objective,Dots,734,10590,,25
15,81zmzsqk,14,5,NaN,1000,,0,5,9,1,25,27,objective_subjective,Alcohol,,218.8,,25
16,420yijoy,4,3,1,,,0,5,9,1,25,27,objective_subjective,Alcohol,,218.8,,25
17,103s11he,11,3,750,,,0,4,9,1,25,27,objective,Dots,734,10590,,25
18,t8hw0qs5,12.5,5,650,,,0,4,9,1,25,27,objective,Dots,734,10590,,25
19,at4i1bkp,12,2,12,,,0,5,9,1,25,27,objective_subjective,Alcohol,,218.8,,25
20,o7kn0d5q,11,4,67,,,0,5,9,1,25,27,objective_subjective,Alcohol,,218.8,,25
21,ium8u4yn,13.5,1,400,,Uncertain,0,6,9,1,25,27,objective,Dots,734,454.6,,25
22,uzg56stl,14,2,250,,,0,6,9,1,25,27,objective,Dots,734,454.6,,25
23,jliixcgf,4.5,4,300,,,0,6,9,1,25,27,objective,Dots,734,454.6,,25
24,m8vk9e2o,16,5,1123,,Uncertain,0,6,9,1,25,27,objective,Dots,734,454.6,,25
25,5551u6hb,12,3,200,,,0,6,9,1,25,27,objective,Dots,734,454.6,,25
1,6lamhe53,13,1,60,,,0,2,9,2,25,27,subjective,Thirst,,48.4,,26
2,o94nz35c,13.5,3,10,,,0,2,9,2,25,27,subjective,Thirst,,48.4,,26
3,4iblv6uf,7.5,2,25,,,0,2,9,2,25,27,subjective,Thirst,,48.4,,26
4,445x4xqn,13,4,48,,,0,2,9,2,25,27,subjective,Thirst,,48.4,,26
5,hgesum5h,10.5,1,85,,,0,3,9,2,25,27,subjective,Thirst,,78,,26
6,fwo1nm5j,13,5,99,,,0,2,9,2,25,27,subjective,Thirst,,48.4,,26
7,cfshrnv2,15.5,3,100,,,0,3,9,2,25,27,subjective,Thirst,,78,,26
8,qck7b3d8,12.5,2,25,,,0,3,9,2,25,27,subjective,Thirst,,78,,26
9,z5i2sd4h,11,4,100,,,0,3,9,2,25,27,subjective,Thirst,,78,,26
10,58jd0wja,10.5,5,80,,,0,3,9,2,25,27,subjective,Thirst,,78,,26
11,hi0514hp,9.5,2,40000,,,0,4,9,2,25,27,objective,Dots,734,8700,,26
12,tiz3qse6,13.5,1,1500,,,0,4,9,2,25,27,objective,Dots,734,8700,,26
13,7ddvv1y8,19,1,14,,,0,5,9,2,25,27,objective_subjective,Alcohol,,4000000007,,26
14,c1m77a16,13.5,4,600,,,0,4,9,2,25,27,objective,Dots,734,8700,,26
15,81zmzsqk,14,5,NaN,20000000000,,0,5,9,2,25,27,objective_subjective,Alcohol,,4000000007,,26
16,420yijoy,4,3,13,,,0,5,9,2,25,27,objective_subjective,Alcohol,,4000000007,,26
17,103s11he,11,3,750,,,0,4,9,2,25,27,objective,Dots,734,8700,,26
18,t8hw0qs5,12.5,5,650,,,0,4,9,2,25,27,objective,Dots,734,8700,,26
19,at4i1bkp,12,2,12,,,0,5,9,2,25,27,objective_subjective,Alcohol,,4000000007,,26
20,o7kn0d5q,11,4,NaN,-3.141592,,0,5,9,2,25,27,objective_subjective,Alcohol,,4000000007,,26
21,ium8u4yn,13.5,1,450,,Uncertain,0,6,9,2,25,27,objective,Dots,734,453.2,,26
22,uzg56stl,14,2,325,,,0,6,9,2,25,27,objective,Dots,734,453.2,,26
23,jliixcgf,4.5,4,280,,,0,6,9,2,25,27,objective,Dots,734,453.2,,26
24,m8vk9e2o,16,5,911,,,0,6,9,2,25,27,objective,Dots,734,453.2,,26
25,5551u6hb,12,3,300,,Uncertain,0,6,9,2,25,27,objective,Dots,734,453.2,,26
1,6lamhe53,13,1,50,,,0,2,9,3,25,27,subjective,Thirst,,46.4,,27
2,o94nz35c,13.5,3,10,,,0,2,9,3,25,27,subjective,Thirst,,46.4,,27
3,4iblv6uf,7.5,2,25,,,0,2,9,3,25,27,subjective,Thirst,,46.4,,27
4,445x4xqn,13,4,48,,,0,2,9,3,25,27,subjective,Thirst,,46.4,,27
5,hgesum5h,10.5,1,80,,,0,3,9,3,25,27,subjective,Thirst,,79,,27
6,fwo1nm5j,13,5,99,,,0,2,9,3,25,27,subjective,Thirst,,46.4,,27
7,cfshrnv2,15.5,3,100,,,0,3,9,3,25,27,subjective,Thirst,,79,,27
8,qck7b3d8,12.5,2,25,,,0,3,9,3,25,27,subjective,Thirst,,79,,27
9,z5i2sd4h,11,4,NaN,110,,0,3,9,3,25,27,subjective,Thirst,,79,,27
10,58jd0wja,10.5,5,80,,,0,3,9,3,25,27,subjective,Thirst,,79,,27
11,hi0514hp,9.5,2,25000,,,1,4,9,3,25,27,objective,Dots,734,5781,750,27
12,tiz3qse6,13.5,1,1900,,Uncertain,2,4,9,3,25,27,objective,Dots,734,5781,750,27
13,7ddvv1y8,19,1,14,,,0,5,9,3,25,27,objective_subjective,Alcohol,,12.43,,27
14,c1m77a16,13.5,4,600,,,3,4,9,3,25,27,objective,Dots,734,5781,750,27
15,81zmzsqk,14,5,20,,,0,5,9,3,25,27,objective_subjective,Alcohol,,12.43,,27
16,420yijoy,4,3,13,,,0,5,9,3,25,27,objective_subjective,Alcohol,,12.43,,27
17,103s11he,11,3,750,Just doesn't seem like there are over 1000 but not sure. Pure guess,Neutral,5,4,9,3,25,27,objective,Dots,734,5781,750,27
18,t8hw0qs5,12.5,5,655,,,4,4,9,3,25,27,objective,Dots,734,5781,750,27
19,at4i1bkp,12,2,12.1415926,,,0,5,9,3,25,27,objective_subjective,Alcohol,,12.43,,27
20,o7kn0d5q,11,4,3,,,0,5,9,3,25,27,objective_subjective,Alcohol,,12.43,,27
21,ium8u4yn,13.5,1,450,,,4,6,9,3,25,27,objective,Dots,734,451.8,889,27
22,uzg56stl,14,2,320,,,3,6,9,3,25,27,objective,Dots,734,451.8,889,27
23,jliixcgf,4.5,4,300,,,1.5,6,9,3,25,27,objective,Dots,734,451.8,889,27
24,m8vk9e2o,16,5,889,,,5,6,9,3,25,27,objective,Dots,734,451.8,889,27
25,5551u6hb,12,3,300,,,1.5,6,9,3,25,27,objective,Dots,734,451.8,889,27
1,6lamhe53,13,1,800,,,0,2,10,1,28,30,objective,Dots,734,880,,28
2,o94nz35c,13.5,3,300,,,0,2,10,1,28,30,objective,Dots,734,880,,28
3,4iblv6uf,7.5,2,2500,,Very Uncertain,0,2,10,1,28,30,objective,Dots,734,880,,28
4,445x4xqn,13,4,300,,,0,2,10,1,28,30,objective,Dots,734,880,,28
5,hgesum5h,10.5,1,30,,,0,3,10,1,28,30,objective_subjective,Price of Beer,,21.2,,28
6,fwo1nm5j,13,5,500,Et tilfældigt gæt,Uncertain,0,2,10,1,28,30,objective,Dots,734,880,,28
7,cfshrnv2,15.5,3,1,,,0,3,10,1,28,30,objective_subjective,Price of Beer,,21.2,,28
8,qck7b3d8,12.5,2,25,,,0,3,10,1,28,30,objective_subjective,Price of Beer,,21.2,,28
9,z5i2sd4h,11,4,25,,,0,3,10,1,28,30,objective_subjective,Price of Beer,,21.2,,28
10,58jd0wja,10.5,5,25,,,0,3,10,1,28,30,objective_subjective,Price of Beer,,21.2,,28
11,hi0514hp,9.5,2,14,,,0,4,10,1,28,30,objective_subjective,Alcohol,,10.6,,28
12,tiz3qse6,13.5,1,11,,,0,4,10,1,28,30,objective_subjective,Alcohol,,10.6,,28
13,7ddvv1y8,19,1,90,,,0,5,10,1,28,30,objective_subjective,Following the News,,91.98,,28
14,c1m77a16,13.5,4,14,,,0,4,10,1,28,30,objective_subjective,Alcohol,,10.6,,28
15,81zmzsqk,14,5,100,,,0,5,10,1,28,30,objective_subjective,Following the News,,91.98,,28
16,420yijoy,4,3,80,,,0,5,10,1,28,30,objective_subjective,Following the News,,91.98,,28
17,103s11he,11,3,10,,,0,4,10,1,28,30,objective_subjective,Alcohol,,10.6,,28
18,t8hw0qs5,12.5,5,4,,,0,4,10,1,28,30,objective_subjective,Alcohol,,10.6,,28
19,at4i1bkp,12,2,90,,,0,5,10,1,28,30,objective_subjective,Following the News,,91.98,,28
20,o7kn0d5q,11,4,99.9,,,0,5,10,1,28,30,objective_subjective,Following the News,,91.98,,28
21,ium8u4yn,13.5,1,50,,,0,6,10,1,28,30,objective,Grand Theft Auto 2015,24,69.8,,28
22,uzg56stl,14,2,50,,,0,6,10,1,28,30,objective,Grand Theft Auto 2015,24,69.8,,28
23,jliixcgf,4.5,4,141,,,0,6,10,1,28,30,objective,Grand Theft Auto 2015,24,69.8,,28
24,m8vk9e2o,16,5,63,,,0,6,10,1,28,30,objective,Grand Theft Auto 2015,24,69.8,,28
25,5551u6hb,12,3,45,,,0,6,10,1,28,30,objective,Grand Theft Auto 2015,24,69.8,,28
1,6lamhe53,13,1,1200,,,0,2,10,2,28,30,objective,Dots,734,909.2,,29
2,o94nz35c,13.5,3,450,,,0,2,10,2,28,30,objective,Dots,734,909.2,,29
3,4iblv6uf,7.5,2,2000,,,0,2,10,2,28,30,objective,Dots,734,909.2,,29
4,445x4xqn,13,4,356,,,0,2,10,2,28,30,objective,Dots,734,909.2,,29
5,hgesum5h,10.5,1,35,,,0,3,10,2,28,30,objective_subjective,Price of Beer,,22.2,,29
6,fwo1nm5j,13,5,540,,Very Uncertain,0,2,10,2,28,30,objective,Dots,734,909.2,,29
7,cfshrnv2,15.5,3,1,,,0,3,10,2,28,30,objective_subjective,Price of Beer,,22.2,,29
8,qck7b3d8,12.5,2,25,,,0,3,10,2,28,30,objective_subjective,Price of Beer,,22.2,,29
9,z5i2sd4h,11,4,25,,,0,3,10,2,28,30,objective_subjective,Price of Beer,,22.2,,29
10,58jd0wja,10.5,5,25,,,0,3,10,2,28,30,objective_subjective,Price of Beer,,22.2,,29
11,hi0514hp,9.5,2,10,,,0,4,10,2,28,30,objective_subjective,Alcohol,,10.4,,29
12,tiz3qse6,13.5,1,14,,,0,4,10,2,28,30,objective_subjective,Alcohol,,10.4,,29
13,7ddvv1y8,19,1,90,,,0,5,10,2,28,30,objective_subjective,Following the News,,92.96,,29
14,c1m77a16,13.5,4,14,,,0,4,10,2,28,30,objective_subjective,Alcohol,,10.4,,29
15,81zmzsqk,14,5,90,,,0,5,10,2,28,30,objective_subjective,Following the News,,92.96,,29
16,420yijoy,4,3,95,,,0,5,10,2,28,30,objective_subjective,Following the News,,92.96,,29
17,103s11he,11,3,7,,,0,4,10,2,28,30,objective_subjective,Alcohol,,10.4,,29
18,t8hw0qs5,12.5,5,7,,,0,4,10,2,28,30,objective_subjective,Alcohol,,10.4,,29
19,at4i1bkp,12,2,90,,,0,5,10,2,28,30,objective_subjective,Following the News,,92.96,,29
20,o7kn0d5q,11,4,99.8,,,0,5,10,2,28,30,objective_subjective,Following the News,,92.96,,29
21,ium8u4yn,13.5,1,50,,,0,6,10,2,28,30,objective,Grand Theft Auto 2015,24,65.6,,29
22,uzg56stl,14,2,50,,,0,6,10,2,28,30,objective,Grand Theft Auto 2015,24,65.6,,29
23,jliixcgf,4.5,4,120,Der er kommer flere tyve til København i løbet af de sidste tre år og jeg synes det virker fornuftigt at tallet er steget okay meget ,Certain,0,6,10,2,28,30,objective,Grand Theft Auto 2015,24,65.6,,29
24,m8vk9e2o,16,5,63,,,0,6,10,2,28,30,objective,Grand Theft Auto 2015,24,65.6,,29
25,5551u6hb,12,3,45,Jeg håber lidt på at der er færre tyverier i dag end i 2011. Ellers ville det da være lidt ærgerligt. De andre tror dog at der er flere,Uncertain,0,6,10,2,28,30,objective,Grand Theft Auto 2015,24,65.6,,29
1,6lamhe53,13,1,1200,,,2,2,10,3,28,30,objective,Dots,734,861,680,30
2,o94nz35c,13.5,3,580,,Very Uncertain,4,2,10,3,28,30,objective,Dots,734,861,680,30
3,4iblv6uf,7.5,2,1500,,,1,2,10,3,28,30,objective,Dots,734,861,680,30
4,445x4xqn,13,4,345,,,3,2,10,3,28,30,objective,Dots,734,861,680,30
5,hgesum5h,10.5,1,35,,,0,3,10,3,28,30,objective_subjective,Price of Beer,,27,,30
6,fwo1nm5j,13,5,680,,,5,2,10,3,28,30,objective,Dots,734,861,680,30
7,cfshrnv2,15.5,3,25,,,0,3,10,3,28,30,objective_subjective,Price of Beer,,27,,30
8,qck7b3d8,12.5,2,25,,,0,3,10,3,28,30,objective_subjective,Price of Beer,,27,,30
9,z5i2sd4h,11,4,25,,,0,3,10,3,28,30,objective_subjective,Price of Beer,,27,,30
10,58jd0wja,10.5,5,25,,,0,3,10,3,28,30,objective_subjective,Price of Beer,,27,,30
11,hi0514hp,9.5,2,12,,,0,4,10,3,28,30,objective_subjective,Alcohol,,9.4,,30
12,tiz3qse6,13.5,1,7,,,0,4,10,3,28,30,objective_subjective,Alcohol,,9.4,,30
13,7ddvv1y8,19,1,90,,,0,5,10,3,28,30,objective_subjective,Following the News,,92.94,,30
14,c1m77a16,13.5,4,14,,,0,4,10,3,28,30,objective_subjective,Alcohol,,9.4,,30
15,81zmzsqk,14,5,90,,,0,5,10,3,28,30,objective_subjective,Following the News,,92.94,,30
16,420yijoy,4,3,95,,,0,5,10,3,28,30,objective_subjective,Following the News,,92.94,,30
17,103s11he,11,3,7,,,0,4,10,3,28,30,objective_subjective,Alcohol,,9.4,,30
18,t8hw0qs5,12.5,5,7,,,0,4,10,3,28,30,objective_subjective,Alcohol,,9.4,,30
19,at4i1bkp,12,2,90,,,0,5,10,3,28,30,objective_subjective,Following the News,,92.94,,30
20,o7kn0d5q,11,4,99.7,,,0,5,10,3,28,30,objective_subjective,Following the News,,92.94,,30
21,ium8u4yn,13.5,1,50,,Very Uncertain,3.5,6,10,3,28,30,objective,Grand Theft Auto 2015,24,65.6,45,30
22,uzg56stl,14,2,50,,,3.5,6,10,3,28,30,objective,Grand Theft Auto 2015,24,65.6,45,30
23,jliixcgf,4.5,4,120,,Certain,1,6,10,3,28,30,objective,Grand Theft Auto 2015,24,65.6,45,30
24,m8vk9e2o,16,5,63,,,2,6,10,3,28,30,objective,Grand Theft Auto 2015,24,65.6,45,30
25,5551u6hb,12,3,45,,,5,6,10,3,28,30,objective,Grand Theft Auto 2015,24,65.6,45,30
1,6lamhe53,13,1,6,,,0,2,11,1,31,33,subjective,Rate the Painting,,30.7,,31
2,o94nz35c,13.5,3,50,,,0,2,11,1,31,33,subjective,Rate the Painting,,30.7,,31
3,4iblv6uf,7.5,2,15,,,0,2,11,1,31,33,subjective,Rate the Painting,,30.7,,31
4,445x4xqn,13,4,8.5,,,0,2,11,1,31,33,subjective,Rate the Painting,,30.7,,31
5,hgesum5h,10.5,1,24,,,0,3,11,1,31,33,objective_subjective,Picnic,,26.2,,31
6,fwo1nm5j,13,5,74,,,0,2,11,1,31,33,subjective,Rate the Painting,,30.7,,31
7,cfshrnv2,15.5,3,35,,,0,3,11,1,31,33,objective_subjective,Picnic,,26.2,,31
8,qck7b3d8,12.5,2,20,,,0,3,11,1,31,33,objective_subjective,Picnic,,26.2,,31
9,z5i2sd4h,11,4,25,,,0,3,11,1,31,33,objective_subjective,Picnic,,26.2,,31
10,58jd0wja,10.5,5,27,,,0,3,11,1,31,33,objective_subjective,Picnic,,26.2,,31
11,hi0514hp,9.5,2,20,,,0,4,11,1,31,33,objective_subjective,Picnic,,23.2,,31
12,tiz3qse6,13.5,1,20,,,0,4,11,1,31,33,objective_subjective,Picnic,,23.2,,31
13,7ddvv1y8,19,1,40,,,0,5,11,1,31,33,subjective,Rate the Painting,,175.2,,31
14,c1m77a16,13.5,4,24,,,0,4,11,1,31,33,objective_subjective,Picnic,,23.2,,31
15,81zmzsqk,14,5,80,,,0,5,11,1,31,33,subjective,Rate the Painting,,175.2,,31
16,420yijoy,4,3,55,,,0,5,11,1,31,33,subjective,Rate the Painting,,175.2,,31
17,103s11he,11,3,25,,,0,4,11,1,31,33,objective_subjective,Picnic,,23.2,,31
18,t8hw0qs5,12.5,5,27,,,0,4,11,1,31,33,objective_subjective,Picnic,,23.2,,31
19,at4i1bkp,12,2,35,,,0,5,11,1,31,33,subjective,Rate the Painting,,175.2,,31
20,o7kn0d5q,11,4,NaN,666,,0,5,11,1,31,33,subjective,Rate the Painting,,175.2,,31
21,ium8u4yn,13.5,1,11,,,0,6,11,1,31,33,objective_subjective,Alcohol,,14,,31
22,uzg56stl,14,2,10,,,0,6,11,1,31,33,objective_subjective,Alcohol,,14,,31
23,jliixcgf,4.5,4,21,,,0,6,11,1,31,33,objective_subjective,Alcohol,,14,,31
24,m8vk9e2o,16,5,14,,,0,6,11,1,31,33,objective_subjective,Alcohol,,14,,31
25,5551u6hb,12,3,14,,,0,6,11,1,31,33,objective_subjective,Alcohol,,14,,31
1,6lamhe53,13,1,60,,,0,2,11,2,31,33,subjective,Rate the Painting,,41.5,,32
2,o94nz35c,13.5,3,50,,,0,2,11,2,31,33,subjective,Rate the Painting,,41.5,,32
3,4iblv6uf,7.5,2,15,,,0,2,11,2,31,33,subjective,Rate the Painting,,41.5,,32
4,445x4xqn,13,4,8.5,,,0,2,11,2,31,33,subjective,Rate the Painting,,41.5,,32
5,hgesum5h,10.5,1,26,,,0,3,11,2,31,33,objective_subjective,Picnic,,154.8,,32
6,fwo1nm5j,13,5,74,,,0,2,11,2,31,33,subjective,Rate the Painting,,41.5,,32
7,cfshrnv2,15.5,3,35,,,0,3,11,2,31,33,objective_subjective,Picnic,,154.8,,32
8,qck7b3d8,12.5,2,20,,,0,3,11,2,31,33,objective_subjective,Picnic,,154.8,,32
9,z5i2sd4h,11,4,NaN,666,,0,3,11,2,31,33,objective_subjective,Picnic,,154.8,,32
10,58jd0wja,10.5,5,27,,,0,3,11,2,31,33,objective_subjective,Picnic,,154.8,,32
11,hi0514hp,9.5,2,21,,,0,4,11,2,31,33,objective_subjective,Picnic,,23.6,,32
12,tiz3qse6,13.5,1,22,,,0,4,11,2,31,33,objective_subjective,Picnic,,23.6,,32
13,7ddvv1y8,19,1,40,,,0,5,11,2,31,33,subjective,Rate the Painting,,28,,32
14,c1m77a16,13.5,4,24,,,0,4,11,2,31,33,objective_subjective,Picnic,,23.6,,32
15,81zmzsqk,14,5,0,,,0,5,11,2,31,33,subjective,Rate the Painting,,28,,32
16,420yijoy,4,3,55,,,0,5,11,2,31,33,subjective,Rate the Painting,,28,,32
17,103s11he,11,3,25,,,0,4,11,2,31,33,objective_subjective,Picnic,,23.6,,32
18,t8hw0qs5,12.5,5,26,,,0,4,11,2,31,33,objective_subjective,Picnic,,23.6,,32
19,at4i1bkp,12,2,35,,,0,5,11,2,31,33,subjective,Rate the Painting,,28,,32
20,o7kn0d5q,11,4,10,,,0,5,11,2,31,33,subjective,Rate the Painting,,28,,32
21,ium8u4yn,13.5,1,14,,,0,6,11,2,31,33,objective_subjective,Alcohol,,14.8,,32
22,uzg56stl,14,2,14,,,0,6,11,2,31,33,objective_subjective,Alcohol,,14.8,,32
23,jliixcgf,4.5,4,18,,,0,6,11,2,31,33,objective_subjective,Alcohol,,14.8,,32
24,m8vk9e2o,16,5,14,,,0,6,11,2,31,33,objective_subjective,Alcohol,,14.8,,32
25,5551u6hb,12,3,14,,,0,6,11,2,31,33,objective_subjective,Alcohol,,14.8,,32
1,6lamhe53,13,1,60,,,0,2,11,3,31,33,subjective,Rate the Painting,,56.82,,33
2,o94nz35c,13.5,3,50,,,0,2,11,3,31,33,subjective,Rate the Painting,,56.82,,33
3,4iblv6uf,7.5,2,15,,,0,2,11,3,31,33,subjective,Rate the Painting,,56.82,,33
4,445x4xqn,13,4,85,,,0,2,11,3,31,33,subjective,Rate the Painting,,56.82,,33
5,hgesum5h,10.5,1,26,,,0,3,11,3,31,33,objective_subjective,Picnic,,26.6,,33
6,fwo1nm5j,13,5,74.1,,,0,2,11,3,31,33,subjective,Rate the Painting,,56.82,,33
7,cfshrnv2,15.5,3,35,,,0,3,11,3,31,33,objective_subjective,Picnic,,26.6,,33
8,qck7b3d8,12.5,2,20,,,0,3,11,3,31,33,objective_subjective,Picnic,,26.6,,33
9,z5i2sd4h,11,4,25,,,0,3,11,3,31,33,objective_subjective,Picnic,,26.6,,33
10,58jd0wja,10.5,5,27,,,0,3,11,3,31,33,objective_subjective,Picnic,,26.6,,33
11,hi0514hp,9.5,2,22,,,0,4,11,3,31,33,objective_subjective,Picnic,,23.8,,33
12,tiz3qse6,13.5,1,22,,,0,4,11,3,31,33,objective_subjective,Picnic,,23.8,,33
13,7ddvv1y8,19,1,40,,,0,5,11,3,31,33,subjective,Rate the Painting,,26.63,,33
14,c1m77a16,13.5,4,24,,,0,4,11,3,31,33,objective_subjective,Picnic,,23.8,,33
15,81zmzsqk,14,5,50,,,0,5,11,3,31,33,subjective,Rate the Painting,,26.63,,33
16,420yijoy,4,3,5,,,0,5,11,3,31,33,subjective,Rate the Painting,,26.63,,33
17,103s11he,11,3,25,,,0,4,11,3,31,33,objective_subjective,Picnic,,23.8,,33
18,t8hw0qs5,12.5,5,26,,,0,4,11,3,31,33,objective_subjective,Picnic,,23.8,,33
19,at4i1bkp,12,2,35,,,0,5,11,3,31,33,subjective,Rate the Painting,,26.63,,33
20,o7kn0d5q,11,4,3.14159265,,,0,5,11,3,31,33,subjective,Rate the Painting,,26.63,,33
21,ium8u4yn,13.5,1,14,,,0,6,11,3,31,33,objective_subjective,Alcohol,,14.8,,33
22,uzg56stl,14,2,14,,,0,6,11,3,31,33,objective_subjective,Alcohol,,14.8,,33
23,jliixcgf,4.5,4,18,,,0,6,11,3,31,33,objective_subjective,Alcohol,,14.8,,33
24,m8vk9e2o,16,5,14,,,0,6,11,3,31,33,objective_subjective,Alcohol,,14.8,,33
25,5551u6hb,12,3,14,,,0,6,11,3,31,33,objective_subjective,Alcohol,,14.8,,33
